hypothesis,registration,coil,point,combo,mode,retcode,Id_A,Id_target_A,Id_err_rel,T_mN,T_target_mN,T_err_rel,T_err_sigma,Id_rms_rel,Id_pp_rel,Id_f_dominant_Hz,current_eff,anode_eff,error
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.8_c=1L_w=0.1L,vacuum,success,11.923492062179934,6.946746435450754,0.7164138885697292,95.98159893428416,86.8,0.10577878956548575,1.8737957008743187,0.0020222034652452713,0.01406618517427835,5993.999999999999,0.30599284668528415,0.2816739515172619,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.8_c=1L_w=0.25L,vacuum,success,9.708862929180903,6.946746435450754,0.39761297168332926,97.31863839193103,86.8,0.12118246995312242,2.146660896312454,0.038007140224867966,0.148344698362922,5993.999999999999,0.37777927168014214,0.3556295749112319,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.97_c=0.9L_w=0.1L,vacuum,success,8.720856398989458,6.946746435450754,0.25538717729569577,96.2338453693605,86.8,0.10868485448572,1.9252745651756114,0.11410849573050925,0.4008682653961729,5993.999999999999,0.42073812756204293,0.387142399060174,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.97_c=0.9L_w=0.25L,vacuum,success,6.174270007243085,6.946746435450754,-0.11119974442503815,94.80240771687637,86.8,0.09219363729120238,1.6331444320155848,0.01429374438136229,0.09017302300886007,8990.999999999998,0.5865441137478896,0.530673388040166,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.97_c=1.1L_w=0.1L,vacuum,success,8.603829920737354,6.946746435450754,0.2385409487281908,97.02775657946691,86.8,0.1178312969984667,2.0872972611156957,0.29651503282435576,0.9503741479435306,4994.999999999999,0.4214994158601892,0.39890947842947877,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.97_c=1.1L_w=0.25L,vacuum,success,6.363018648632524,6.946746435450754,-0.08402894682312576,97.73322788942299,86.8,0.1259588466523385,2.231270997841425,0.008287478026629698,0.04663071653304826,5993.999999999999,0.5753724041958025,0.547262237468938,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.97_c=1L_w=0.1L,vacuum,success,8.7546042100951,6.946746435450754,0.26024525170782903,97.68964783787693,86.8,0.12545677232577115,2.222377109770803,0.20914052305117684,0.6926085505568884,4994.999999999999,0.4200071190595444,0.3974063147513746,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.97_c=1L_w=0.25L,vacuum,success,6.208116521282108,6.946746435450754,-0.10632746150043097,96.35306004352533,86.8,0.1100582954323194,1.949604090515372,0.0127680495040004,0.07187686450889423,6992.999999999998,0.5854100705621191,0.5451868303182009,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.9_c=0.9L_w=0.1L,vacuum,success,10.53999387458436,6.946746435450754,0.5172561676926172,96.26728914146014,86.8,0.10907015139931035,1.9320998247877832,0.002877960046463738,0.017919794811582342,5993.999999999999,0.3472916617695634,0.3205467062433231,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.9_c=0.9L_w=0.25L,vacuum,success,8.07556794284019,6.946746435450754,0.16249643165738922,97.71548982881744,86.8,0.1257544911154082,2.227650985472945,0.03330451552533847,0.17579979321753975,5993.999999999999,0.45621290571991435,0.43105029219863317,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.9_c=1.1L_w=0.1L,vacuum,success,10.875884151820191,6.946746435450754,0.5656083395124653,97.0746057900536,86.8,0.11837103444762209,2.096858324500734,0.008061333031034606,0.04016653068561792,5993.999999999999,0.336811442950737,0.3158790990758083,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.9_c=1.1L_w=0.25L,vacuum,success,8.226419239927882,6.946746435450754,0.18421182007546444,96.41203689133545,86.8,0.11073775220432534,1.9616401819051916,0.40276138269320827,1.4116412007862942,4994.999999999999,0.43631830399250915,0.4119323224633846,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.9_c=1L_w=0.1L,vacuum,success,10.692635633714923,6.946746435450754,0.5392292972071191,96.79493744944514,86.8,0.11514904895674127,2.039783152947988,0.004797343931731306,0.025882580753283178,5993.999999999999,0.3426512386936663,0.3194439824799417,
H1b,L38-hist,3p0kW,Xe3,a=1/8_b=0.9_c=1L_w=0.25L,vacuum,success,8.116833294038113,6.946746435450754,0.16843667311882177,97.47264123409354,86.8,0.12295669624531735,2.1780900477741927,0.12848579754564068,0.5718595507883864,5993.999999999999,0.4495364511317536,0.42672986149449554,
H2a,L32-anode,1p6kW,Xe1,a=1/16_b=0.8_c=0.9L_w=0.1L,vacuum,success,7.5313843422017435,6.960964151571712,0.0819455722238185,83.74139550227876,72.8,0.15029389426207077,2.2329378576079084,2.02156298170976,10.946882510349665,4994.999999999999,0.49525174172719283,0.40343146951139763,
