eta_c,C_D,K_back,CR_passive,eta_open,unresolved_fraction,converged,scattering,mean_wall_hits,mass_kg,alpha,theta_deg,L_over_d,phi,d_mm,species
0.8962763698731435,2.6882560810996745,0.3376,178.63558988851003,0.9996666666666668,0.0,True,cll,0.4859166666666666,1.495233,0.8,5.0,3,0.9,10.0,N2
0.7585500000000001,2.7286472191196784,0.27505,185.56712672823184,0.8428333333333333,0.0,True,cll,2.29425,1.495233,1.0,0.0,3,0.9,10.0,N2
0.7505175263206655,2.726974328701898,0.26815,188.326535493436,0.8344166666666667,0.0,True,cll,2.469583333333333,1.495233,1.0,2.0,3,0.9,10.0,N2
0.7038115542018183,2.7166199257371675,0.2667,177.56683607656757,0.785,0.0,True,cll,3.159083333333333,1.495233,1.0,5.0,3,0.9,10.0,N2
0.8,2.72124055266424,0.999,60.61854404129282,1.0,0.0,True,cll,0.5450833333333334,2.21373,0.0,0.0,5,0.8,10.0,N2
0.7995126616152767,2.7179275087786734,0.9997,60.5391970043603,1.0,0.0,True,cll,0.5764166666666667,2.21373,0.0,2.0,5,0.8,10.0,N2
0.7969557584733965,2.700828029151554,0.9997,60.34558798419216,1.0,0.0,True,cll,0.7548333333333334,2.21373,0.0,5.0,5,0.8,10.0,N2
0.8,2.72124055266424,0.59055,102.54495893193044,1.0,0.0,True,cll,0.5510833333333334,2.21373,0.2,0.0,5,0.8,10.0,N2
0.7995126616152767,2.7179275087786734,0.5829,103.82747511624464,1.0,0.0,True,cll,0.5825,2.21373,0.2,2.0,5,0.8,10.0,N2
0.7969557584733965,2.700828029151554,0.58985,102.27597576976672,1.0,0.0,True,cll,0.7658333333333334,2.21373,0.2,5.0,5,0.8,10.0,N2
0.8,2.72124055266424,0.367,165.00797138215677,1.0,0.0,True,cll,0.5694166666666667,2.21373,0.5,0.0,5,0.8,10.0,N2
0.7995126616152767,2.7179275087786734,0.36745,164.70549801404,1.0,0.0,True,cll,0.6010833333333333,2.21373,0.5,2.0,5,0.8,10.0,N2
0.7969557584733965,2.700828029151554,0.36655,164.58186961614217,1.0,0.0,True,cll,0.7891666666666667,2.21373,0.5,5.0,5,0.8,10.0,N2
0.7986666666666666,2.7214787319794875,0.24275,249.05044540235951,0.9983333333333332,0.0,True,cll,0.7086666666666667,2.21373,0.8,0.0,5,0.8,10.0,N2
0.7978470102369114,2.7182063975540074,0.2449,246.6106564114524,0.9979166666666668,0.0,True,cll,0.7730833333333333,2.21373,0.8,2.0,5,0.8,10.0,N2
0.794365652258358,2.7012429227897963,0.25115,239.42432802626547,0.99675,0.0,True,cll,1.0464166666666668,2.21373,0.8,5.0,5,0.8,10.0,N2
0.5906,2.7523907204464835,0.1961,227.98005353567535,0.73825,0.0,True,cll,7.41775,2.21373,1.0,0.0,5,0.8,10.0,N2
0.5851766422472479,2.749625084650768,0.19085,232.10036353118053,0.7319166666666667,0.0,True,cll,7.68525,2.21373,1.0,2.0,5,0.8,10.0,N2
